Longitude,Latitude,Hour,Weekday,Weekend,Final Noise Complaint Category
-73.95027808,40.80122564,15,0,1,0.0
-73.95027808,40.80122564,15,0,1,0.0
-73.97618103,40.73578282,16,0,1,0.0
-73.98638742,40.74429047,16,0,1,0.0
-74.01058507,40.72354594,16,0,1,0.0
-73.95303522,40.80972721,16,0,1,0.04
-73.97618103,40.73578282,16,0,1,0.0
-73.92419223,40.86504797,17,0,1,0.0
-73.95585794,40.80210897,17,0,1,0.0
-73.92941921,40.85567264,17,0,1,0.08
-73.97770831,40.78690123,17,0,1,0.0
-73.9189515,40.87263075,17,0,1,0.0
-73.93578704,40.80866492,18,0,1,0.04
-73.98236287,40.71959811,18,0,1,0.0
-73.95504777,40.7716229,18,0,1,0.0
-73.93727168,40.84319426,18,0,1,0.08
-73.99687626,40.71181802,18,0,1,0.0
-73.93448081,40.85490711,19,0,1,0.0
-73.99352471,40.75469369,19,0,1,0.0
-73.99888129,40.74224368,19,0,1,0.0
-73.92941921,40.85567264,19,0,1,0.28
-73.94734233,40.82309977,20,0,1,0.04
-73.9532087,40.79933026,20,0,1,0.04
-73.9669982,40.76387031,20,0,1,0.04
-73.97618103,40.73578282,21,0,1,0.0
-73.99452762,40.76092705,21,0,1,0.0
-73.98236287,40.71959811,21,0,1,0.04
-73.96357211,40.76438529,21,0,1,0.0
-73.94373786,40.83850963,21,0,1,0.08
-73.95163736,40.76976059,22,0,1,0.0
-73.92941921,40.85567264,22,0,1,0.24
-73.97618103,40.73578282,22,0,1,0.0
-74.00859874,40.70740416,22,0,1,0.0
-73.92291562,40.86225027,22,0,1,0.44
-73.93540303,40.84701386,23,0,1,0.16
-73.97920254,40.72008066,23,0,1,0.08
-73.95961342,40.77395762,23,0,1,0.0
-73.94940854,40.82851327,23,0,1,0.04
-73.94483316,40.80331464,23,0,1,0.0
-73.94682499,40.78324062,23,0,1,0.0
-73.93522718,40.81602869,23,0,1,0.0
-73.93688198,40.84252708,0,0,1,0.28
-73.93688198,40.84252708,0,0,1,0.28
-73.99421703,40.72111717,0,0,1,0.08
-73.93736779,40.81021106,0,0,1,0.0
-73.94959885,40.79192895,0,0,1,0.04
-73.93855036,40.82052911,0,0,1,0.12
-73.92720316,40.85577556,0,0,1,0.04
-73.9709757,40.79013851,0,0,1,0.0
-74.0042679,40.72291505,0,0,1,0.0
-73.95269992,40.82404627,1,0,1,0.36
-73.93498645,40.85165767,1,0,1,0.0
-73.99935778,40.72827564,1,0,1,0.32
-73.98729817,40.73736008,1,0,1,0.0
-73.96515174,40.77420371,1,0,1,0.0
-73.95269992,40.82404627,1,0,1,0.36
-73.97451659,40.79491792,1,0,1,0.0
-73.98432432,40.73934142,2,0,1,0.28
-73.93121156,40.80036497,2,0,1,0.0
-73.93001006,40.79916755,2,0,1,0.76
-73.94174159,40.81943013,3,0,1,0.0
-73.96044751,40.76167245,3,0,1,0.08
-73.98959236,40.71939588,3,0,1,0.12
-73.99402559,40.76399565,4,0,1,0.04
-73.96299329,40.79907855,4,0,1,0.0
-73.93769141,40.83882491,4,0,1,0.0
-74.01084406,40.7188661,5,0,1,0.0
-73.97729859,40.72824046,5,0,1,0.0
-73.97946275,40.71855462,6,0,1,0.0
-73.97484959,40.79298845,7,0,1,0.0
-73.99227724,40.71158999,7,0,1,0.0
-73.95086268,40.81174093,8,0,1,0.08
-73.98033459,40.77142963,9,0,1,0.0
-74.00648806,40.73754998,9,0,1,0.0
-74.00715987,40.70991847,9,0,1,0.04
-73.9558251,40.77539448,9,0,1,0.0
-73.99260512,40.71487,9,0,1,0.48
-73.99263038,40.7148206,9,0,1,0.48
-73.94573927,40.81281182,10,0,1,0.0
-73.96916591,40.76004748,10,0,1,0.0
-73.97608625,40.74851845,11,0,1,0.0
-73.97402264,40.74649512,12,0,1,0.0
-73.94184463,40.82968444,12,0,1,0.0
-73.99935778,40.72827564,12,0,1,0.0
-73.99263038,40.7148206,12,0,1,0.2
-73.98999755,40.75982885,12,0,1,0.0
-73.98327954,40.73253429,12,0,1,0.04
-73.94093233,40.83567294,13,0,1,0.0
-74.00239231,40.73433878,13,0,1,0.0
-73.97122912,40.74691989,13,0,1,0.16
-73.97402264,40.74649512,13,0,1,0.04
-73.97757525,40.74239796,13,0,1,0.08
-73.97759331,40.74234307,13,0,1,0.08
-73.95292915,40.7707108,13,0,1,0.0
-73.99993866,40.72856109,14,0,1,0.0
-73.96432366,40.75638185,14,0,1,0.0
-73.94235347,40.84713557,14,0,1,0.0
-73.97402264,40.74649512,14,0,1,0.12
-73.97402264,40.74649512,14,0,1,0.12
-74.00652751,40.73506598,14,0,1,0.0
-73.97925918,40.72355279,14,0,1,0.0
-74.00075042,40.72459492,15,0,1,0.64
-74.00082257,40.72454277,15,0,1,0.64
-74.00075042,40.72459492,15,0,1,0.64
-74.00082257,40.72454277,15,0,1,0.64
-73.92015029,40.8679903,15,0,1,0.0
-74.00082257,40.72454277,15,0,1,0.64
-73.9348529,40.84777109,15,0,1,0.0
-73.97739483,40.74232656,15,0,1,0.08
-73.95303522,40.80972721,15,0,1,0.0
-73.98338639,40.72365776,16,0,1,0.04
-73.92770116,40.85656635,16,0,1,0.04
-73.92154994,40.86456039,16,0,1,0.04
-73.94995171,40.78374156,16,0,1,0.0
-73.97556446,40.78369494,16,0,1,0.0
-73.92941921,40.85567264,16,0,1,0.2
-73.98177315,40.76536124,16,0,1,0.0
-73.99222243,40.71765865,17,0,1,0.12
-73.99927115,40.73181637,17,0,1,0.04
-73.92941921,40.85567264,17,0,1,0.08
-73.94232102,40.83870381,18,0,1,0.0
-73.92083987,40.86882242,18,0,1,0.04
-73.93530849,40.81043774,18,0,1,0.0
-73.94744134,40.77551173,18,0,1,0.0
-73.9558251,40.77539448,18,0,1,0.0
-73.94744134,40.77551173,18,0,1,0.0
-73.98256528,40.71811323,18,0,1,0.0
-73.99024936,40.71641787,18,0,1,0.0
-73.93533143,40.85746291,19,0,1,0.0
-73.99990261,40.71157104,19,0,1,0.0
-73.98334008,40.72131647,19,0,1,0.04
-73.93533143,40.85746291,19,0,1,0.0
-73.98081711,40.71311474,19,0,1,0.0
-73.97920254,40.72008066,19,0,1,0.0
-73.94664702,40.81157163,19,0,1,0.08
-73.91049846,40.87744967,19,0,1,0.0
-73.92781999,40.85033046,20,0,1,0.0
-73.94977544,40.78284396,20,0,1,0.04
-73.97972484,40.74640295,20,0,1,0.0
-73.95815453,40.76290129,20,0,1,0.0
-73.9498804,40.78732341,20,0,1,0.0
-73.95815453,40.76290129,20,0,1,0.0
-73.91049846,40.87744967,21,0,1,0.04
-73.99263038,40.7148206,21,0,1,0.32
-73.94587585,40.83588397,21,0,1,0.0
-73.94864106,40.78824235,21,0,1,0.0
-73.98805459,40.72482486,21,0,1,0.0
-73.94585819,40.77764365,21,0,1,0.0
-73.92781999,40.85033046,22,0,1,0.0
-74.00119065,40.72916768,22,0,1,0.12
-73.93181683,40.85827332,22,0,1,0.16
-73.99767961,40.74132417,22,0,1,0.04
-73.94082058,40.78660274,22,0,1,0.04
-73.92941921,40.85567264,22,0,1,0.24
-73.92898187,40.85222228,22,0,1,0.08
-73.94174159,40.81943013,22,0,1,0.04
-73.98348641,40.74225897,22,0,1,0.04
-73.94747749,40.77545959,23,0,1,0.0
-73.94890133,40.79730831,23,0,1,0.0
-73.94815919,40.77635468,23,0,1,0.0
-73.93522718,40.81602869,23,0,1,0.0
-73.96347517,40.75683172,23,0,1,0.0
-73.96493425,40.79639756,23,0,1,0.0
-73.94113689,40.79643453,23,0,1,0.0
-73.92419223,40.86504797,23,0,1,0.04
-73.99632948,40.75011283,23,0,1,0.0
-73.96483665,40.79656496,0,0,1,0.04
-73.9355223,40.84329485,0,0,1,0.04
-73.98236544,40.72351488,0,0,1,0.16
-73.92941921,40.85567264,0,0,1,0.52
-73.94573927,40.81281182,0,0,1,0.24
-73.96959929,40.79121958,0,0,1,0.08
-73.94573927,40.81281182,0,0,1,0.24
-73.94174159,40.81943013,0,0,1,0.12
-73.97573655,40.78708747,0,0,1,0.0
-73.99632948,40.75011283,0,0,1,0.72
-73.96197127,40.79887237,0,0,1,0.28
-73.9453923,40.81301202,0,0,1,0.24
-73.94353206,40.81272567,0,0,1,0.08
-73.96714106,40.80356744,1,0,1,0.16
-73.94829282,40.83210286,1,0,1,0.0
-73.99286717,40.72690579,1,0,1,0.16
-73.92537362,40.86258125,1,0,1,0.0
-73.94592706,40.82623083,1,0,1,0.12
-73.98371856,40.73738433,1,0,1,0.56
-73.94261064,40.8339309,1,0,1,0.36
-73.94253117,40.83389792,1,0,1,0.36
-73.98371856,40.73738433,1,0,1,0.56
-73.98371856,40.73738433,1,0,1,0.56
-73.94157751,40.83348848,1,0,1,0.0
-73.92359,40.86685084,1,0,1,0.04
-73.98540175,40.77931052,1,0,1,0.04
-73.98371856,40.73738433,1,0,1,0.56
-73.97033308,40.74917036,1,0,1,0.0
-74.00494031,40.74154916,1,0,1,0.0
-74.0041453,40.72392513,1,0,1,0.0
-73.98165065,40.76449114,1,0,1,0.0
-73.96524112,40.75513053,1,0,1,0.0
-73.94168088,40.82687103,2,0,1,0.12
-73.93900181,40.82071873,2,0,1,0.04
-73.98521637,40.76859504,2,0,1,0.0
-73.94397319,40.82513202,2,0,1,0.04
-73.93001006,40.79916755,2,0,1,0.76
-73.94788135,40.80380188,2,0,1,0.04
-73.95371914,40.78205512,2,0,1,0.0
-73.93219718,40.85751875,3,0,1,0.12
-73.98996136,40.7125395,4,0,1,0.0
-73.95214168,40.77633445,4,0,1,0.04
-73.99926759,40.72771022,4,0,1,0.04
-73.96392087,40.76698741,4,0,1,0.0
-73.99581673,40.75405701,4,0,1,0.0
-73.95323279,40.78560112,4,0,1,0.0
-73.95971874,40.76696681,5,0,1,0.0
-73.91889896,40.87123915,6,0,1,0.0
-73.94229388,40.832498,6,0,1,0.0
-73.97723215,40.72205102,6,0,1,0.0
-73.94573927,40.81281182,7,0,1,0.0
-73.93689357,40.85698071,8,0,1,0.0
-73.96082322,40.76731852,8,0,1,0.0
-73.96082322,40.76731852,8,0,1,0.0
-73.99242583,40.76891688,9,0,1,0.0
-73.98441346,40.77480903,9,0,1,0.0
-74.00539932,40.70571358,9,0,1,0.0
-73.94745191,40.7712766,9,0,1,0.0
-73.99385613,40.7226103,9,0,1,0.12
-73.9696599,40.75330926,9,0,1,0.0
-73.94745191,40.7712766,9,0,1,0.0
-74.00266003,40.75195458,9,0,1,0.0
-73.96455113,40.79692992,10,0,1,0.0
-73.9396794,40.81856174,10,0,1,0.0
-73.9719268,40.79558429,10,0,1,0.04
-73.92860511,40.84963105,10,0,1,0.0
-73.9719268,40.79558429,10,0,1,0.04
-73.9719268,40.79558429,10,0,1,0.04
-73.94268801,40.79026241,10,0,1,0.08
-74.00104999,40.73258765,10,0,1,0.0
-74.00721634,40.73172557,10,0,1,0.0
-73.95491288,40.76822761,10,0,1,0.0
-74.00266003,40.75195458,11,0,1,0.08
-73.93897808,40.79537668,11,0,1,0.0
-73.9272369,40.85798233,11,0,1,0.28
-73.95785175,40.77930374,11,0,1,0.0
-74.00266003,40.75195458,11,0,1,0.08
-73.98848633,40.77348929,11,0,1,0.04
-73.99389339,40.74908619,11,0,1,0.0
-73.97941022,40.72512007,11,0,1,0.0
-73.92781999,40.85033046,11,0,1,0.04
-73.97941022,40.72512007,12,0,1,0.04
-73.92781999,40.85033046,12,0,1,0.2
-73.95574548,40.77023983,12,0,1,0.0
-73.97941022,40.72512007,12,0,1,0.04
-73.9433147,40.81344194,12,0,1,0.0
-74.00010462,40.72147962,12,0,1,0.0
-73.92781999,40.85033046,12,0,1,0.2
-73.95131385,40.77770373,12,0,1,0.04
-73.9937044,40.76302674,12,0,1,0.0
-73.92941921,40.85567264,12,0,1,0.2
-73.99260512,40.71487,13,0,1,0.0
-73.94425318,40.82732792,13,0,1,0.0
-73.98179047,40.72844712,13,0,1,0.04
-73.98179047,40.72844712,13,0,1,0.04
-73.98447728,40.7798072,13,0,1,0.0
-73.98179047,40.72844712,13,0,1,0.04
-73.92689224,40.86567825,13,0,1,0.0
-73.96624859,40.76139982,14,0,1,0.0
-74.00504105,40.73755554,14,0,1,0.0
-73.93805194,40.82810975,14,0,1,0.0
-73.99208933,40.71448845,14,0,1,0.0
-73.92083987,40.86882242,14,0,1,0.0
-74.00082257,40.72454277,15,0,1,0.64
-74.00082257,40.72454277,15,0,1,0.64
-74.00082257,40.72454277,15,0,1,0.64
-73.93685606,40.79748898,15,0,1,0.08
-73.94664702,40.81157163,15,0,1,0.0
-74.00082257,40.72454277,15,0,1,0.64
-73.99710685,40.71787023,15,0,1,0.0
-73.99700583,40.71804314,15,0,1,0.0
-73.94222774,40.8337523,16,0,1,0.0
-73.96703432,40.76382091,16,0,1,0.0
-73.93530849,40.81043774,17,0,1,0.0
-73.94029608,40.8479991,17,0,1,0.04
-73.94495468,40.81361016,17,0,1,0.0
-73.94456285,40.82428693,17,0,1,0.0
-73.99875555,40.71186472,17,0,1,0.0
-73.99833669,40.72953547,17,0,1,0.0
-73.96971234,40.78881523,17,0,1,0.0
-73.9662715,40.79455899,17,0,1,0.04
-73.94229388,40.832498,17,0,1,0.0
-73.94731404,40.79951161,17,0,1,0.0
-73.93560373,40.82637649,18,0,1,0.0
-73.96859106,40.77659071,18,0,1,0.04
-73.97122912,40.74691989,18,0,1,0.04
-73.9425037,40.82804069,18,0,1,0.0
-73.98252298,40.74185261,18,0,1,0.0
-73.98684907,40.72743225,19,0,1,0.0
-73.94150551,40.8002938,19,0,1,0.04
-73.9381239,40.82455538,20,0,1,0.16
-73.95075754,40.80248567,20,0,1,0.0
-73.97542241,40.74788153,20,0,1,0.0
-73.93714749,40.84075415,20,0,1,0.08
-74.00266003,40.75195458,20,0,1,0.0
-73.95932131,40.76749366,21,0,1,0.0
-73.9556775,40.81271726,21,0,1,0.16
-73.9556775,40.81271726,21,0,1,0.16
-73.94918913,40.80353348,21,0,1,0.0
-73.99260512,40.71487,21,0,1,0.32
-73.91799422,40.87188626,21,0,1,0.04
-73.97635008,40.74747275,21,0,1,0.0
-73.93974611,40.82069991,21,0,1,0.0
-73.94608182,40.8046876,21,0,1,0.0
-73.97670485,40.76499528,21,0,1,0.04
-73.98338639,40.72365776,21,0,1,0.0
-74.00240582,40.70876586,22,0,1,0.0
-74.00398052,40.74364344,22,0,1,0.04
-73.90790771,40.87602314,22,0,1,0.0
-73.98942115,40.77527894,22,0,1,0.0
-73.94768812,40.81527748,22,0,1,0.0
-73.97287767,40.78422408,22,0,1,0.04
-73.96883422,40.79005561,22,0,1,0.36
-73.93001006,40.79916755,22,0,1,0.0
-73.95742658,40.81177647,22,0,1,0.04
-73.9401042,40.79215222,22,0,1,0.12
-74.00823482,40.71045911,23,0,1,0.0
-73.9744131,40.72589584,23,0,1,0.04
-73.93877335,40.83733786,23,0,1,0.0
-73.96835477,40.78824945,23,0,1,0.76
-73.93900181,40.82071873,23,0,1,0.0
-73.94348985,40.83266602,23,0,1,0.08
-73.95714456,40.81216063,23,0,1,0.0
-73.92359,40.86685084,23,0,1,0.0
-73.98833299,40.72141316,23,0,1,0.04
-73.97526242,40.7413682,23,0,1,0.0
-73.98136539,40.73895671,0,0,1,0.12
-73.93334881,40.84823958,0,0,1,0.24
-74.00430354,40.71618215,0,0,1,0.16
-74.00453442,40.71628096,0,0,1,0.16
-73.98633457,40.72042482,0,0,1,0.16
-73.98328939,40.73644007,0,0,1,0.0
-74.00353877,40.71582811,0,0,1,0.16
-73.97142923,40.79362992,0,0,1,0.16
-73.97228141,40.79398146,0,0,1,0.0
-73.97142923,40.79362992,0,0,1,0.16
-73.97142923,40.79362992,0,0,1,0.16
-74.00430354,40.71618215,0,0,1,0.16
-73.98371856,40.73738433,0,0,1,0.44
-74.00453442,40.71628096,0,0,1,0.16
-73.95292285,40.80004926,0,0,1,0.32
-73.93349333,40.84830004,0,0,1,0.24
-73.98371856,40.73738433,0,0,1,0.44
-73.93002557,40.86343503,0,0,1,0.12
-73.96835477,40.78824945,0,0,1,0.2
-73.93320791,40.84817911,0,0,1,0.24
-73.94005121,40.82292604,0,0,1,0.12
-73.94272957,40.821706,0,0,1,0.04
-73.92315846,40.86797313,0,0,1,0.12
-73.97078032,40.79921528,0,0,1,0.0
-73.92947251,40.86336058,0,0,1,0.12
-73.92947251,40.86336058,0,0,1,0.12
-73.98610183,40.76393458,0,0,1,0.0
-73.98371856,40.73738433,0,0,1,0.44
-74.00453442,40.71628096,0,0,1,0.16
-73.99632948,40.75011283,0,0,1,0.72
-73.94890133,40.79730831,0,0,1,0.04
-73.94212588,40.83452626,0,0,1,0.12
-73.92653575,40.86437703,0,0,1,0.04
-73.95586047,40.80374482,1,0,1,0.16
-73.92860646,40.85847723,1,0,1,0.12
-73.95519143,40.82103631,1,0,1,0.88
-73.92661874,40.8645253,1,0,1,0.0
-74.00453442,40.71628096,1,0,1,0.0
-73.97595623,40.77875725,1,0,1,0.04
-73.95607351,40.80384372,1,0,1,0.16
-73.96933645,40.76597617,1,0,1,0.0
-73.98435185,40.74504776,1,0,1,0.0
-73.99376392,40.74416485,1,0,1,0.04
-73.95526007,40.82104732,1,0,1,0.88
-73.95742658,40.81177647,1,0,1,0.0
-73.99221148,40.7187346,1,0,1,0.44
-73.99221148,40.7187346,1,0,1,0.44
-73.99221148,40.7187346,1,0,1,0.44
-73.99221148,40.7187346,1,0,1,0.44
-73.95519143,40.82103631,1,0,1,0.88
-73.99221148,40.7187346,1,0,1,0.44
-73.94549258,40.80525273,1,0,1,0.16
-74.00453442,40.71628096,1,0,1,0.0
-73.95519143,40.82103631,1,0,1,0.88
-73.99414219,40.71055807,1,0,1,0.0
-73.95519143,40.82103631,1,0,1,0.88
-73.94381404,40.8253323,2,0,1,0.04
-73.95272882,40.82405726,2,0,1,0.2
-73.94905094,40.82834843,2,0,1,0.0
-73.98388227,40.73189759,2,0,1,0.36
-73.92689678,40.86155022,2,0,1,0.08
-73.98852418,40.72146258,2,0,1,0.24
-73.97717337,40.74620485,2,0,1,0.0
-73.93001006,40.79916755,2,0,1,0.76
-73.98388227,40.73189759,3,0,1,0.04
-73.98079426,40.72982757,3,0,1,0.04
-73.94626223,40.8138825,3,0,1,0.04
-73.95217777,40.77634819,3,0,1,0.0
-74.00545001,40.7081427,3,0,1,0.0
-73.99056617,40.72091107,3,0,1,0.0
-73.98656075,40.76165925,4,0,1,0.0
-74.00430446,40.73044666,4,0,1,0.0
-73.94287666,40.82713238,4,0,1,0.0
-73.98904452,40.7602542,5,0,1,0.0
-73.99192364,40.7124875,5,0,1,0.0
-73.91947708,40.87156343,6,0,1,0.0
-74.00110422,40.73915035,6,0,1,0.0
-73.96280457,40.79423679,7,0,1,0.16
-73.9656272,40.79036485,7,0,1,0.12
-73.96468395,40.79166283,7,0,1,0.12
-73.96476706,40.79156679,7,0,1,0.12
-73.96358524,40.79319953,7,0,1,0.16
-73.96284793,40.79420387,7,0,1,0.16
-73.96417436,40.79236258,7,0,1,0.12
-73.97078133,40.74754284,7,0,1,0.0
-73.9656272,40.79036485,7,0,1,0.12
-73.96097927,40.79673938,7,0,1,0.0
-73.96280457,40.79423679,7,0,1,0.16
-73.96280457,40.79423679,7,0,1,0.16
-73.96280457,40.79423679,7,0,1,0.16
-73.96097927,40.79673938,8,0,1,0.0
-73.94009873,40.8463906,8,0,1,0.0
-73.93855756,40.79317244,9,0,1,0.16
-73.94897298,40.7792233,9,0,1,0.0
-73.97395752,40.79305687,9,0,1,0.0
-73.95028381,40.78388992,9,0,1,0.16
-73.94982474,40.78451552,9,0,1,0.16
-73.9886812,40.77405747,9,0,1,0.08
-73.99574847,40.74905333,9,0,1,0.0
-73.98132486,40.72908657,9,0,1,0.08
-73.94664702,40.81157163,10,0,1,0.0
-73.99990261,40.71157104,10,0,1,0.0
-73.98179047,40.72844712,10,0,1,0.12
-73.98191679,40.72829069,10,0,1,0.12
-73.94982474,40.78451552,10,0,1,0.08
-73.99548624,40.73078426,10,0,1,0.04
-73.99556202,40.73071564,10,0,1,0.04
-73.93790651,40.84842876,10,0,1,0.16
-73.93790651,40.84842876,10,0,1,0.16
-73.98441346,40.77480903,11,0,1,0.0
-73.93916795,40.82078744,11,0,1,0.0
-73.98179047,40.72844712,11,0,1,0.08
-73.94918913,40.80353348,11,0,1,0.0
-73.98649062,40.71589324,12,0,1,0.0
-74.00242542,40.75185577,12,0,1,0.0
-73.98807308,40.72228596,12,0,1,0.0
-74.00178297,40.75160327,12,0,1,0.0
-73.99358996,40.71430738,12,0,1,0.2
-73.95254655,40.77565392,12,0,1,0.0
-74.00443427,40.72911545,12,0,1,0.0
-73.98156423,40.72457698,13,0,1,0.04
-74.00252648,40.75189694,13,0,1,0.0
-74.00775203,40.71514994,13,0,1,0.0
-73.94897298,40.7792233,13,0,1,0.04
-74.00775203,40.71514994,13,0,1,0.0
-73.92941921,40.85567264,13,0,1,0.12
-73.93790651,40.84842876,13,0,1,0.24
-73.93790651,40.84842876,13,0,1,0.24
-73.93334881,40.84823958,14,0,1,0.04
-73.97948189,40.72669832,14,0,1,0.04
-73.95528295,40.77087368,14,0,1,0.0
-74.00082257,40.72454277,14,0,1,0.08
-73.97759331,40.74234307,14,0,1,0.04
-73.94897298,40.7792233,14,0,1,0.0
-73.97603643,40.74653124,14,0,1,0.0
-73.98215055,40.77151776,14,0,1,0.0
-73.92185587,40.86265852,14,0,1,0.0
-74.00082257,40.72454277,14,0,1,0.08
-74.000837,40.72449611,14,0,1,0.08
-73.92500424,40.86633576,14,0,1,0.0
-74.00075042,40.72459492,15,0,1,0.64
-73.95585794,40.80210897,15,0,1,0.0
-73.99540953,40.74443391,15,0,1,0.0
-73.93220479,40.80040399,15,0,1,0.0
-74.00082257,40.72454277,15,0,1,0.64
-73.98672147,40.71595365,15,0,1,0.0
-73.95415148,40.77296747,15,0,1,0.16
-73.92731361,40.86386427,15,0,1,0.0
-73.94486987,40.78079963,15,0,1,0.04
-74.00082257,40.72454277,15,0,1,0.64
-73.92787523,40.86606038,15,0,1,0.0
-73.97471561,40.74636902,15,0,1,0.0
-73.97078133,40.74754284,16,0,1,0.04
-73.95283241,40.81044899,16,0,1,0.04
-73.96070235,40.80086187,16,0,1,0.0
-73.93745928,40.79741795,16,0,1,0.0
-73.98707762,40.72101229,17,0,1,0.0
-73.92068832,40.86553417,17,0,1,0.12
-73.92185587,40.86265852,17,0,1,0.0
-73.94425318,40.82732792,17,0,1,0.0
-73.91783134,40.87202612,17,0,1,0.0
-73.97603643,40.74653124,17,0,1,0.2
-73.9889073,40.71716432,17,0,1,0.0
-73.98765782,40.72436095,17,0,1,0.0
-73.98574835,40.77943957,17,0,1,0.0
-73.92005681,40.8645429,17,0,1,0.0
-73.94062013,40.83320529,18,0,1,0.0
-73.94468481,40.79492943,18,0,1,0.0
-73.97608334,40.74655046,18,0,1,0.16
-73.97588849,40.74647357,18,0,1,0.16
-73.95063142,40.82156144,18,0,1,0.0
-73.98729817,40.73736008,18,0,1,0.0
-73.97517419,40.74572959,18,0,1,0.16
-73.94977544,40.78284396,19,0,1,0.0
-73.98256528,40.71811323,19,0,1,0.0
-73.98554957,40.71376319,19,0,1,0.12
-73.94711567,40.83097974,19,0,1,0.0
-73.9277653,40.86740521,19,0,1,0.48
-73.9277653,40.86740521,19,0,1,0.48
-73.97962145,40.74226384,20,0,1,0.08
-73.94212588,40.83452626,20,0,1,0.04
-73.98550059,40.72337259,20,0,1,0.0
-73.99590742,40.74669286,20,0,1,0.0
-73.94012365,40.84279505,20,0,1,0.04
-73.92708613,40.86689976,20,0,1,0.48
-73.9277653,40.86740521,20,0,1,0.48
-73.99708489,40.72504502,20,0,1,0.0
-73.97962145,40.74226384,20,0,1,0.08
-73.93917366,40.85010645,20,0,1,0.0
-73.94354477,40.83181519,20,0,1,0.0
-73.97708354,40.71359164,20,0,1,0.0
-73.93813964,40.85426687,21,0,1,0.04
-73.94918913,40.80353348,21,0,1,0.0
-73.92291562,40.86225027,22,0,1,0.44
-74.00005412,40.73052634,22,0,1,0.12
-73.94573927,40.81281182,22,0,1,0.0
-73.97693314,40.73125413,22,0,1,0.0
-73.93585264,40.84929771,22,0,1,0.16
-73.98975291,40.73102817,22,0,1,0.0
-73.97781657,40.76547583,22,0,1,0.0
-73.99112576,40.71776013,22,0,1,0.04
-73.9793674,40.74690517,22,0,1,0.0
-73.94229388,40.832498,22,0,1,0.0
-73.92364561,40.8656487,22,0,1,0.12
-74.00361521,40.72843203,22,0,1,0.0
-73.95282536,40.80000805,22,0,1,0.2
-73.94198935,40.81290331,22,0,1,0.0
-73.94015832,40.81631406,23,0,1,0.04
-73.96859106,40.77659071,23,0,1,0.12
-73.98425327,40.76514203,23,0,1,0.0
-73.96835477,40.78824945,23,0,1,0.76
-73.92781999,40.85033046,23,0,1,0.0
-73.93337216,40.85740416,23,0,1,0.24
-73.9838399,40.7131948,23,0,1,0.0
-73.976261,40.74425863,0,0,1,0.0
